@RELATION relevance
@ATTRIBUTE tweet STRING
@ATTRIBUTE class 	{1, 0}
@DATA
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Lekker verdedigd nederland. Gewoon vanaf de aftrap goal tegen...",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Serieus. Drie minuten lopen van de Stopera naar casa @robinvdvelden. Mis je twee goals. #ausned",0
"was godver was wel mooi goal van australie #ausned",1
"Tsja, 2 fijne doelpunten verder staat het zomaar 1-1.. gun het die oude krijger Cahill ook nog wel. Nu wel even tandje erbij graag! #ausned",0
"@JeroenElshoff beauty, hoewel ik wel vind dat Cillessen ver voor zn goal stond bij deze actie. #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"En dat is het tweede tegendoelpunt op het conto van De Vrij in dit toernooi. #ausned",0
"Australië maakt me daar ff de mooiste goal van het #wk2014 tot nu toe! #ausned",1
"ksta nog in shock door die goal van australie",1
"respect voor die goal van australië",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Zo... nu is het klaar met spelevaren... aanpakken en oprollen die aussie's! Schitterende goal overigens van #Cahill. #ausned",1
"Was wel mooiste doelpunt van australië 👌",1
"Lekker doelpuntje van cahill #ausned #WorldCup2014",1
"Mooie goal van Robben maar ook een mooie goal van australie #ned #nedaus komaan Holland herpakken",1
"Was wel een prachtgoal btw. #ausned",1
"Alle mensen die de goal van Cahill met Van Basten vergelijken meteen op mijn "geen verstand van voetbal"-lijst gezet #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Hmmm 1-1 nu nog 2 goals van #ned en hoppa 200 punten in de pocket. Wel mooie goal #aus #ausned",0
"Misschien moet australië eens eigen goal maken",0
"RT @Bardoellens: Het regent doelpunten! #ausned",0
"Wat een ontzettend mooie goal van Tim Cahill voor Australië #ausned: 1-1 #wk2014 #WC2014Brasil #klapklap even domper, maar komt vast goed!",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @juliasij: Pfoe 😭 Wel prachtig goal #ausned",1
"Vooruit, de 1-1 van Australië was ook een mooie goal, dat geef ik ze. #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Wel een mooie goal van #Cahill. Als het goed is mag het gezegd worden. #wk2014 #worldcup2014 #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Uitdoelpunt telt dubbel......toch 😉 #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @gersonveenstra: Wel een mooie goal. Eerlijk is eerlijk. #ausned",1
"Zat ik nog aan de eettafel voor 20 minuutjes van de match, al 2 goals gemist. WTF? :( Kunnen we even hernemen? #ausned #nedaus #wc2014",0
"#ausned jammer, maar Cahill maakt een geweldige 1-1, hoge pass, BOEM schitterende volley, HET doelpunt van het WK?",1
"Arno Vermeulen: "Volgens mij zat die goal van Cahill niet. Onderkant lat toch?" #ausned",0
"RT @theocbrinkman: En dat is het tweede tegendoelpunt op het conto van De Vrij in dit toernooi. #ausned",0
"RT @PRouD_ARmO: Wat een goal van australie ;o",1
"Dat gaat lekker. Eerste goal ned uit het boekje, naar strategie. De tegengoal past daar niet in. #ausned #wakkerworden",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Die kangoeroes hebben die goal rechtstreeks van Marco van Basten gekopieerd! Zit daar geen patent op FIFA? #patenttechnologie #ausned",0
"RT @LibelleFranska: Is het kampioenschap van de mooie goals. #ausned",0
"Terwijl je nog aan het juichen bent van het nederlandse doelpunt scoren mag je meteen weer balen",0
"Oh. Het is #ausned Sinds dat tegendoelpunt?",0
""Livestream kan enigszins vertraagd zijn" - gelukkig hoorden we door het getoeter en gejuich in de buurt al van de goal #ausned",0
"@Linhsan haha jaa.. xD nederland dagt na goal effe iets rest te nemen.. geen goed plan geweest xD",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Wauw, #ausned kijken via HorizonTV website. Dikke 3 minuten vertraging vergeleken met kabel. @UPC #jammer",0
"RT @EmirOdabas100: Hhahaha er komt herhaling van die goal van Cahil mijn moeder zegt: oeff 2-1 voor australie",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Cahill met DE goal van het toernooi.. 👌👌 #ausned",1
"JAAAAAA! 1-0! Mooi doelpunt, 1-1! #inhaaltweet #ausned",1
"RT @achahbarmo: Mooie goal van Robben maar ook een mooie goal van australie #ned #nedaus komaan Holland herpakken",1
"Eerlijk is eerlijk, een geweldig mooie goal. #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Australië verdiende dat doelpunt, het was sterk aan de wedstrijd begonnen. Gaat echt nog lastige middag voor Oranje worden. #ausned",0
"Was wel een prachtgoal btw. Alleen wij hadddn m moeten maken #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Combinemos: golaço do australiano. RT @OnsOranje Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/l0xtngcYUl",1
"Zwaar klote maar wel een wel awesome aussie goal! 1-1 #ausned",1
"Robben scoort de 0-1, maar we stonden nog te juichen toen Cahill alweer 1-1 maakte. Bekijk de goals http://t.co/eOGFmoiFpM #ausned",0
"RT @theocbrinkman: En dat is het tweede tegendoelpunt op het conto van De Vrij in dit toernooi. #ausned",0
"De meeste mensen waren '1-0!!!' Aan het tweeten of appen en hebben de goal van australië niet gezien",0
"Die goal van Cahill is de mooiste die ik tot nu toe gezien heb tijdens WK. #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"moet eigenlijk even naar het toilet maar ben bang dat ik 2 doelpunten mis #ausned",0
"Dit duel pas 3 schoten op doel, maar al 2 doelpunten. #ausned",0
"RT @_Yorne: Wel echt een heerlijke goal van australië",1
"Klassieke Australische #boomeranggoal, als je het mij vraagt. #maarikhebgeenverstandvanvoetbal. #ausned",0
"Wat een goal van Cahill ! Achterstand direct uitgewist. #ausned",1
"Wie dacht dat Van Persie sowieso "de goal" van het WK al had gemaakt zit er naast! Wa een pegel van Cahill! #ausned",1
"Applaus voor australie pracht goal",1
"RT @voetbalstats: Robben met 6 WK-goals op gelijke hoogte met Bergkamp en Rensenbrink #ausned #Oranje",0
"Oke ik kreeg niet eens de kans om wat op facebook te zetten over de goal van Ned. Maar dat was niks bij die goal van Aus. Prachtig! #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Wat een goal van Tim Cahill op de sloef binnen na een geweldige voorzet! #ausned #AUS 1 - #NED 1",1
"Van Persie kan het doelpunt van het toernooi ook wel gelijk vergeten. #ausned",0
"zijn er eigenlijk wéér winkel(ketens) die per doelpunt extra korting geven? #dtv #ausned...",0
"Mooiste goal van dit toernooi is van Australië #nos #ausned",0
"Dat krijg je als je 010 verdedigers opstelt die 40 doelpunten om hun oren hebben gekregen afgelopen seizoen. Maar goed. #ausned",0
"@bashoogland #goalhollandal 1-1, mooie goal Robben, maar helaas ook wereldgoal Aussies #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Mooi doelpunt van australie, mag nederland een voorbeeld aan nemen👌",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Nederland tegen Australie? wie zal de winaar worden?? hebben jullie idee? ik wens dat nederland een beetje gek worden om goal te maken!",0
"RT @Ohmydreamers: omg ik was zo blij door die goal van nederland , dat ik doe australische goal niet eens zag.. fy",0
"Kut tv-app. Heeft zoveel vertraging dat de tweets al binnenkomen voordat ik de goal zie. #ausned",0
"RT @nrc: Robben scoort de 0-1, maar we stonden nog te juichen toen Cahill alweer 1-1 maakte. Bekijk de goals http://t.co/eOGFmoiFpM #ausned",1
"Zo die zat er lekker in zeg tering Cahill wereld doelpunt ! #ausned #wk2014",1
"RT @nrc: Robben scoort de 0-1, maar we stonden nog te juichen toen Cahill alweer 1-1 maakte. Bekijk de goals http://t.co/eOGFmoiFpM #ausned",1
"RT @MerijnAAA: Ik erger me nu al groen en geel. #ausned #twelftal",0
"hoop dat nederland wint, maar die goal ehh...",0
"RT @Fappelsap: Weetniet maar nederland scoorde volgens mij de eerste goal niet australie?",0
"Al die australiërs heel cool doen omdat ze mooi doelpunt scoren 😒",1
"RT @nrc: Robben scoort de 0-1, maar we stonden nog te juichen toen Cahill alweer 1-1 maakte. Bekijk de goals http://t.co/eOGFmoiFpM #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"#paxwkpoule jezus wat een goal van cahil. Eens in je leven goal. #ausned 1-1",1
"Zo…en bedankt. Wat een goal van Cahill. Prachtig. #ausned",1
"Kheb die goal van cahill amper gezien omdat ik op nederland 1 kijk en we dus de replay nor aan het checken waren",0
"Die Jeroen Grueter is niets, dus #ausned op tv kijken met @radio1nl aan...maar radio is sneller dan tv. Horen doelpunt voor we hem zien!",0
"kheb die hele goal van australie niet gezien",0
"Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Niet slim hé, de eerste goal maken. #ausned",0
"Goed. Door file twee doelpunten gemist, maar man man man wat ben ik blij dat ik van die hysterische jack van gelder ben verlost #ausned",0
"Nieuw wereld record voor nederland, snelste doelpunt tegen",0
"RT @EricVanBrande: Dan ga je 2 minuten naar toilet en heb je plots 2 goals gemist. #ausned #sporza",0
"RT @idcnaomi: kheb die hele goal van australie niet gezien",0
"maar eerlijk die doelpunt van australie was mooi 🌚",1
"Wat een goal van Cahill...⚽#ausned",1
"Kunnen we tussen de doelpunten in volgende keer iets meer tijd krijgen om een tweet te plaatsen? #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Nu al 'Goal van het tornooi' gekend? #TimCahill #wereldgoal #ausned #wkbrazil",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Als een boomerang kreeg Nederland dat doelpunt om de oren. #ausned #wk2014",1
"RT @SASSYCASTER: nog 4 goals en het is gewoon nederland - spanje 2.0",0
"Nederland maakt een goal en denkt meteen dat ze al gewonnen hebben. Scherp blijven!! #nederland",0
"Verdorie, door me blaas het eerste doelpunt gemist! #balen #ausned #wk2014",0
"@MilouAmann @AnnerissaV eerlijk die goal van australie was lekker",1
"#Robben maakte zojuist alweer zijn 6e WK-doelpunt. Evenaart daarmee Bergkamp en Rensenbrink. Heeft alleen nog Rep (7) voor zich. #ausned",0
"RT @Heineken_NL: Pak de kaart er maar bij, het is tijd voor… #ausned #twelftal http://t.co/drOoes7smA",0
"Heeft Australië nu het mooiste doelpunt van het WK tot nu toe gemaakt ... ik denk het wel <);o) #ausned",0
"Zooo effe de braziliaanse bril van de AH in de container gegooid want die was groen geel en dat zijn de aussies nu ook. #ausned",0
"Hopelijk zet het tegendoelpunt ze weer even op scherp. & oh, kan iemand Sneijder er even uithalen? #wk2014 #ausned",0
"Klassieke Australische #boomeranggoal, als je het mij vraagt. #maarikhebgeenverstandvanvoetbal. #ausned #wk14",0
"RT @TePaske: Kunnen we tussen de doelpunten in volgende keer iets meer tijd krijgen om een tweet te plaatsen? #ausned",0
"Die goal van #Cahill kwam #aus het niets! #ausned #wk2014",1
"We spelen op hun halfrond, dus technisch gezien is dit een uit-wedstrijd en telt ons doelpunt dubbel. We staan voor! #ausned #twelftal",0
"RT @TWEETBULLSHITTT: kut doelpunt van australie",1
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Binnen 1 minuut, 2 goals. we kunnen beter . 1-1 #ausned",0
"Zo'n ziek goal van australië wejoh",1
"Was helemaal blij door dat doelpunt, minuut later alweer 1 van australië oh ...",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Elke keer als nederland kans heeft op doelpunt, word er iemand onderuit gehaald",0
"RT @meemetoranje: Wat een goal van Cahill, direct uit de aftrap! #ausned",1
"'Peng in the face jongheu’ roept onze jongste bij de goal van Australië. #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Derde doelpunt van Robben dit toernooi. Afgelopen vrijdag was hij bepalend tegen Spanje (2 goals) #ausned",0
"Als ik het zo lees was het Wauwstralië bij die goal van Cahill. #ausned",0
"RT @AmberMainiac_x: Elke keer als nederland kans heeft op doelpunt, word er iemand onderuit gehaald",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @liza_bertram: De meeste mensen waren '1-0!!!' Aan het tweeten of appen en hebben de goal van australië niet gezien",0
"Cahill wiste de openingsgoal van Robben uit #ausned",1
"RT @AmberMainiac_x: Elke keer als nederland kans heeft op doelpunt, word er iemand onderuit gehaald",0
"RT @AmberMainiac_x: Elke keer als nederland kans heeft op doelpunt, word er iemand onderuit gehaald",0
"Bij deze geintroduceerd: de Kangoeroegoal (binnen 10 seconden twee doelpunten) #ausned",0
"Hier zie je alle nederlands video on demand pornofilms. De video's worden gestreamd in de hoogst mogelijke kwaliteit http://t.co/oefN5EMUOX",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @nrc: Robben scoort de 0-1, maar we stonden nog te juichen toen Cahill alweer 1-1 maakte. Bekijk de goals http://t.co/eOGFmoiFpM #ausned",0
"#ausned spannend 1ste half uur, verwent met 2 doelpunten. ;)",0
"RT @FOXSportsnl: GOAL! 1-0 voor Oranje dankzij een doelpunt van Arjen Robben. Hij schiet keurig diagonaal binnen! #ausned: 0-1",1
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"RT @theocbrinkman: En dat is het tweede tegendoelpunt op het conto van De Vrij in dit toernooi. #ausned",1
"Best onsportief om zo inene een doelpunt te scoren, laat mensen toch eerst ff nagenieten zeg #ausned",0
"Ik vind het TE geel op de Nederlandse helft! #ausned Tijd voor #codeoranje ...",0
"Ik baal onwijs van die Australische goala. #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @nrc: Robben scoort de 0-1, maar we stonden nog te juichen toen Cahill alweer 1-1 maakte. Bekijk de goals http://t.co/eOGFmoiFpM #ausned",0
"RT @iesje_isis: Al die australiërs heel cool doen omdat ze mooi doelpunt scoren 😒",0
"“@AmberMainiac_x: Elke keer als nederland kans heeft op doelpunt, word er iemand onderuit gehaald”",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Dat Spanje is natuurlijk ook maar een B-landje, vergeleken met Australië. #ausned",0
"#ausned Waar kun je die 2e goal terugkijken? Was dat toeval allemaal?",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",0
""@Voetbalpings: GOAL! Cahill met de 1-1! Heerlijk doelpunt.... #ausNED"en jij bent een nederlander sjonge jonge suport je land !",0
"RT @robkamphues: Ben ik ff naar de wc in die tamme partij mis ik 2 goals! #ausned",0
"RT @AmineDC__: Die goal van australië was niet normaal kk mooi.",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @FleurNorbruis: Die Jeroen Grueter is niets, dus #ausned op tv kijken met @radio1nl aan...maar radio is sneller dan tv. Horen doelpunt v…",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",0
"Oranjepubliek viert een WK-goal alsof ze juichen voor het laatste plukje vierdaagsewandelaars dat over de eindstreep stiefelt. #ausned",0
"Die had moeten zitten eerlijk waar... #ausned",0
"Wat een doelpunt van australie 😱😱",1
"Godver beter gaat nederland f goed spelen en australie even volgens de regeles",0
"RT @ConradNL: Hebben de Australiërs wel gelet op dit waarschuwingsbord? #ausned #ausnet #WK2014 @Socceroos #dtv http://t.co/Pjt1ro4a9i",0
"Elke keer als nederland kans heeft op doelpunt, word er iemand onderuit gehaald"",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Zo close bijna weer een goal voor australië #AustralieNederland",0
"RT @grainna: Best onsportief om zo inene een doelpunt te scoren, laat mensen toch eerst ff nagenieten zeg #ausned",0
"Australië dicht bij zijn 2e doelpunt van de avond #ausned",0
"Australië scoort een wereldgoal terwijl @JanMulderDwdd buiten een sigaretje staat te roken! #ausned #momentje gemist @sporza",1
"RT @elkedagveiliger: Wij wensen #oranje veel doelpunten! #ausned",0
"Oranje is nog ni aan de nief patatjes #ausned",0
"RT @Ohmydreamers: omg ik was zo blij door die goal van nederland , dat ik doe australische goal niet eens zag.. fy",0
"Wij zijn die gelen! ...toch? #ausned",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Die goal van #Cahill is volgens mij: R1 + R2 + driehoekje... #nintendo #ausned",0
"het is best leuk ik bedoel eerst iedereen yeah omg een doelpunt en daarna iedereen fack kut australiers",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Die geel/groene pakjes van Australië doen me denken aan het verplichte gym tenue op het Ichthus College #ausned",0
"wolla australiee ullie skere goal kan even mooi ergens anders heen",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Bij deze geintroduceerd: de Kangoeroegoal (tweede doelpunt binnen 10 secs na de eerste) #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @nrc: Robben scoort de 0-1, maar we stonden nog te juichen toen Cahill alweer 1-1 maakte. Bekijk de goals http://t.co/eOGFmoiFpM #ausned",1
"Misschien dat een tweede doelpunt van Australië Nederland wakker schud ! #ausned #matig",0
"Opzich mag nederland nu wel weer gaan scoren ipv een doelpunt tegen krijgen #feiten",0
"Tbh ik zag de goal van australie niet eens k was nog bezig met die van nl",0
"RT @Liizzzzyyy: het is best leuk ik bedoel eerst iedereen yeah omg een doelpunt en daarna iedereen fack kut australiers",0
"RT @Phili__: Nederland heeft niet lang feest kunnen vieren, wat een goal! #ausned",0
"RT @LeviOuwendijk: “@JUSTINEJONKER_: Wel heel mooi doelpunt van australië”",1
"Mensen denken nederland scoort gelijk in eerste helft 5 doelpunten...",0
"Die #devrij kost ons dit toernooi al 2 doelpunten.. Misschien belangrijk om goed naar bal en man te kijken??? #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Die keeper van australie komt ook 1000 meter uit t goal",0
"RT @xnoavanhelden: Poaah was wel n mooie goal van australië 😳",0
"RT @falderappes: Over veertig jaar vertelt Cahill aan zijn kleinkinderen over #ausned: "Eigenlijk is dat de enige wondergoal die ik ooit sc…",0
"RT @DerkLucas: Alle mensen die de goal van Cahill met Van Basten vergelijken meteen op mijn "geen verstand van voetbal"-lijst gezet #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Weer hè weer bijna goal Echtwaar nederland doe iets #AustralieNederland",0
"“@iiYounGCollinx: Mensen denken nederland scoort gelijk in eerste helft 5 doelpunten...”",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"RT @xLorLor: Die keeper van australie komt ook 1000 meter uit t goal",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Mooie goal van @Tim_Cahill #ausned",1
"Waarom speelt Nederland in het geel? #ausned #wk2014",0
"we hebben meer goals nodig nederland !!",0
"Hoade wat een goal van australië",1
"die goal van cahill was echt tragisch. like nederland maakt een fout en boem.",1
"ik moet ook wel eerlijk toegeven dat australie een geweldige goal heeft gemaakt #ausned",1
"Om de goal van Tim Cahill nog uit de toplijsten te krijgen gaan ze van ver moeten komen, de schoten. #ausned",0
"Bahhhh Binky is geel. Hij moet zn haartjes oranje verven want nu support ie australië #ausned http://t.co/YSnFmx8rcD",0
"RT @joriandekeijzer: Das een doelpunt! #ausned",1
"Ik geniet van de #stilte, tot het volgende #goal natuurlijk.. #ausned",0
""@FOXSportsnl: GOAL: En het staat alweer gelijk. Tim Cahill knalt fantastisch raak #ausned: 1-1" goal zonder hoofdletter jo",1
"Bij Spanje maakten we ook pas de doelpunten na de eerste helft. Dus laten we dat maar hopen dan... #ausned",0
"bam Nederland een punt! zovan australië boos en boem na een minuut gelijk een doelpunt. 1 - 1 ARE U KIDDING ME",0
"Als ik 1 ding geleerd heb van gisteren #belalg is het dit "it ain't over till it's over" #ausned",0
"Handig! De livestream #ausned van @vodafoneNL @vodafoneNL_pr loopt 40 seconden achter. Zo mis je nooit een doelpunt http://t.co/9sQyuYA9DU",0
"RT @YouriGvvv: ik moet ook wel eerlijk toegeven dat australie een geweldige goal heeft gemaakt #ausned",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @x_kusjedilara: “@iiYounGCollinx: Mensen denken nederland scoort gelijk in eerste helft 5 doelpunten...”",0
"RT @LISADINGENA: Bij Spanje maakten we ook pas de doelpunten na de eerste helft. Dus laten we dat maar hopen dan... #ausned",0
"Heb die gave na goal nederland #ausned http://t.co/o57YiJMXls",0
"RT @uiterweerd: Waarom speelt Nederland in het geel? #ausned #wk2014",0
"RT @Heineken_NL: Pak de kaart er maar bij, het is tijd voor… #ausned #twelftal http://t.co/drOoes7smA",0
"Nooit leuk..... Als de tegenstander scoort terwijl je nog aan het juichen bent voor de goal van je eigen team........ #ausned",0
"RT zeg dat wel! @LibelleFranska: Is het kampioenschap van de mooie goals. #ausned",0
"Wij zijn oranje❕ #oranje #huphollandhup #nederland #hollandgoal australia vs. nederland #worldcupbrazil http://t.co/oy3IY7zoAi",0
"RT @hashtagowen_: bam Nederland een punt! zovan australië boos en boem na een minuut gelijk een doelpunt. 1 - 1 ARE U KIDDING ME",0
"Het is wachten op het tweede doelpunt van Australië... #ausned",0
"RT @x_kusjedilara: “@iiYounGCollinx: Mensen denken nederland scoort gelijk in eerste helft 5 doelpunten...”",0
"Na de rust scoort #NED straks weer 4 goals, net zoals tegen spanje #ausned",0
"RT @hashtagowen_: bam Nederland een punt! zovan australië boos en boem na een minuut gelijk een doelpunt. 1 - 1 ARE U KIDDING ME",0
"Tfoeee als die goal van australie raak was kull faya",0
"ben allang blij dat ned sws 1 goal heeft gemaakg , omdat australie best wel sterk is",0
"Speelt #nederland in het geel? #ausned",0
"@xEliizabeth australie maakte 1-1een mknuut na ons goal",0
"Australië is veel beter en ook groen en geel....nieuwe wereldkampioen? #ausned",0
"@TroyRobbeets die goal van australie?? ik ook ni maat, ik ook ni 😞",0
"Twee doelpunten gemist, wel heerlijke pesto gemaakt #ausned",0
"Btw, die goal van Cahill is voor mij de mooiste goal tot nu toe op dit WK. #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"90% van de nederlanders zag het goal van australië nieteens 😅",0
"Opzich maar Australië wel weer een tegen doelpunt van Nederland hebben huer. #ausned",0
"@mattiewietze al zenuwachtig? Ik vind het wel weer tijd voor een doelpunt #ausned",0
"@hans9000 och dat zijn boeren die blij zijn dat Simons in de goal staat bij australie",0
"overal vallen er op random momenten gele mannetjes op de grond #ausned",0
"Ja, dat doelpunt van Cahill is voorlopig de mooiste goala van dit WK. #ausned",0
"FC Oss - Telstar is hierbij vergeleken een droompot. #ausned",0
"Sinds die tegengoal doet nederland het kapot slecht nu",0
"Wat willen we, meer of minder goals voor nederland? MEER MEER MEEEER!",0
